	PC 1	PC 2	PC 3
SF3B2	0.00275	0.00191	-0.00058
SF3B3	0.00143	0.02333	0.00058
SF3B5	-0.00473	-0.01266	0.00728
SFPQ	-0.0135	-0.00281	-0.00476
SFRP4	0.0178	-0.01777	0.00655
SFT2D1	0.01352	-0.00006	-0.01047
SFXN1	-0.00483	0.01442	-0.00303
SFXN3	0.01236	-0.01884	-0.00867
SFXN5	0.02653	0.00336	0.00924
SGCB	0.01574	0.02944	-0.00404
SGCE	0.00933	0.01641	-0.00371
SGK1	0.02631	-0.008	0.0014
SGPL1	0.02236	-0.00045	0.02244
SGSH	0.00079	-0.00133	-0.01497
SGSM3	0.00959	0.00303	-0.00561
SGTA	0.00127	-0.00847	0.02069
SGTB	-0.00451	-0.01377	-0.01514
SH3BGR	0.03707	-0.02895	0.00361
SH3BGRL	0.0109	-0.00176	0.01014
SH3BGRL2	0.00594	-0.02312	-0.01021
SH3BGRL3	-0.00016	0.01492	-0.00845
SH3GLB1	-0.00517	-0.00598	-0.0018
SH3RF1	-0.01529	0.01881	-0.00149
SH3TC2	-0.01058	-0.0304	-0.01608
SH3YL1	-0.00562	-0.00829	0.00354
SHC1	-0.00155	0.0131	-0.0305
SHC4	-0.00327	-0.01996	0.00087
SHFM1	0.00043	-0.00065	0.00773
SHISA5	0.00545	-0.0095	-0.00198
SHISA9	-0.02209	-0.02901	-0.01635
SHMT1	-0.00406	-0.00505	0.00313
SHMT2	-0.00838	0.01338	-0.00253
SHOC2	0.01114	0.00138	0.00028
SHPRH	-0.01097	-0.0168	-0.00343
SHQ1	0.00213	0.01431	-0.00404
SIAE	0.00983	0.02313	-0.02007
SIKE1	-0.01145	-0.00997	-0.01305
SIL1	0.01455	0.0035	-0.00304
SIN3A	-0.01776	0.00415	-0.00962
SIPA1L1	-0.00335	0.01707	-0.01028
SIPA1L2	-0.01487	-0.0082	0.00568
SIRT2	0.00883	-0.02588	0.02471
SIRT3	-0.00125	0.00008	-0.00002
SIRT5	0.0041	-0.00714	-0.00248
SIVA1	-0.02258	-0.0027	0.00404
SKA2	-0.00883	0.00956	0.01654
SKAP2	0.04849	-0.04484	0.02216
SKIL	-0.0071	-0.01023	-0.00343
SKIV2L2	-0.01844	0.01641	-0.01134
SKP1	-0.00225	-0.0007	0.00731
SKP2	-0.02458	0.01116	0.01649
SLAIN1	-0.02538	-0.01651	0.00551
SLAIN2	-0.00477	-0.00009	0.00046
SLC1A2	-0.01644	0.03531	-0.00462
SLC1A3	0.00698	0.02049	0.01304
SLC2A1	0.00103	-0.0067	-0.02974
SLC2A3	-0.00636	-0.00579	-0.06773
SLC3A2	0.00633	-0.01451	0.00599
SLC4A1AP	-0.00171	-0.00738	-0.01188
SLC4A4	-0.0113	0.01142	0.00649
SLC4A8	-0.00987	0.00598	-0.02139
SLC5A3	0.00122	0.01507	-0.03239
SLC5A6	0.0139	0.02964	0.00725
SLC7A6	-0.00099	0.00743	0.00326
SLC7A11	0.0069	-0.03521	0.00559
SLC8A1	0.0008	0.01062	0.00294
SLC9A4	-0.01891	-0.02811	-0.00975
SLC9A6	0.00222	0.0127	0.0015
SLC9A9	0.01996	-0.00189	-0.01372
SLC10A7	0.00395	-0.00523	-0.00762
SLC11A2	0.0077	-0.00319	-0.00235
SLC12A2	-0.00274	-0.00288	-0.00068
SLC15A2	-0.0069	0.00309	0.02994
SLC16A1	0.0145	-0.01308	-0.01402
SLC16A4	0.00356	-0.00388	-0.00057
SLC18B1	0.01328	-0.00751	0.02716
SLC20A1	0.01013	0.03002	-0.01404
SLC23A2	-0.0079	-0.00867	-0.00463
SLC24A2	-0.00286	0.00258	-0.04161
SLC25A3	-0.01029	0.01455	0.00407
SLC25A4	-0.00402	0.01099	-0.00706
SLC25A5	-0.00267	0.02033	0.02911
SLC25A6	-0.00389	0.00214	0.01621
SLC25A11	0.01043	0.03157	0.01748
SLC25A13	-0.00413	0.00529	0.01072
SLC25A14	0.01005	0.01054	0.00729
SLC25A17	0.00545	0.00232	0.00016
SLC25A18	0.03988	0.00149	0.01581
SLC25A26	-0.00441	-0.01219	0.00507
SLC25A30	-0.0127	-0.01654	-0.01211
SLC25A36	-0.01963	-0.00575	-0.00295
SLC25A37	0.00084	-0.02659	-0.01302
SLC25A38	0.01161	-0.00161	0.01012
SLC25A40	0.00247	0.01586	-0.01097
SLC25A44	0.0162	0.01965	-0.00514
SLC25A46	0.0061	0.01031	0.00429
SLC26A2	-0.01996	0.00921	-0.01515
SLC27A1	-0.00557	-0.01752	-0.00977
SLC30A6	-0.00228	0.00002	-0.00156
SLC30A7	0.00345	0.00691	-0.0139
SLC30A9	0.00111	0.0107	-0.00795
SLC31A1	0.00651	0.00279	0.00225
SLC33A1	0.00095	-0.01021	-0.02081
SLC35A1	0.01543	-0.01374	-0.0162
SLC35A4	0.01584	0.02461	0.01132
SLC35B1	-0.00054	0.01317	0.00893
SLC35B3	0.00654	-0.00169	0.00019
SLC35B4	0.0061	0.00391	0.00921
SLC35C2	0.01647	-0.01363	-0.00094
SLC35D1	0.00053	0.0078	-0.02075
SLC35E1	-0.0002	-0.01145	-0.00912
SLC35E2	-0.02121	-0.01428	-0.00924
SLC35E2B	-0.0208	-0.00587	-0.00045
SLC35F1	-0.00738	-0.0016	0.00501
SLC35F2	0.00339	-0.00815	-0.00497
SLC35G2	0.0126	-0.00565	-0.01112
SLC36A2	-0.01914	-0.02313	-0.01224
SLC37A3	-0.00694	0.00786	0.00323
SLC37A4	0.00214	0.0128	0.00255
SLC38A1	-0.01259	0.00217	-0.02869
SLC38A2	-0.00078	-0.00593	-0.0131
SLC38A3	0.03695	-0.01569	0.04466
SLC38A6	0.01452	-0.00061	0.01268
SLC38A7	0.00655	0.00113	0.00167
SLC39A6	-0.01424	-0.00131	0.01004
SLC39A9	0.002	0.01445	-0.01086
SLC39A10	-0.00439	-0.00427	0.00707
SLC39A11	0.01328	-0.00404	0.00098
SLC39A14	0.0157	-0.02638	-0.03968
SLC40A1	0.01788	0.00659	-0.0327
SLC41A2	-0.01263	-0.01965	-0.00938
SLC41A3	0.01376	0.00252	0.01025
SLC43A3	0.00827	0.02547	-0.00628
SLC44A2	-0.00329	0.00938	0.01668
SLC48A1	0.01542	-0.02754	0.00838
SLITRK3	-0.00159	0.01674	-0.00378
SLMO2	-0.01931	-0.00427	0.00378
SLTM	-0.02132	0.00473	-0.00869
SLU7	-0.00639	-0.0046	-0.00531
SMAD1	0.01425	0.00173	-0.01465
SMAD4	-0.02725	-0.00798	-0.00521
SMAD5	-0.01103	-0.00058	0.00243
SMAD9	-0.00185	-0.00672	-0.01128
SMAP1	0.00038	-0.00763	0.00047
SMARCA1	0.00261	0.0042	0.00353
SMARCA2	-0.01344	-0.01386	0.00998
SMARCA4	-0.00885	-0.00165	0.00862
SMARCA5	-0.02429	-0.00597	0.00265
SMARCAD1	-0.01027	0.01525	-0.01204
SMARCAL1	0.02082	0.01152	-0.00567
SMARCC1	-0.0169	-0.0076	0.01141
SMARCC2	-0.00701	-0.00129	-0.00015
SMARCE1	-0.00133	0.00518	0.00905
SMC1A	-0.00232	0.0146	-0.00729
SMC2	0.00181	0.00834	0.00774
SMC3	-0.00969	0.00352	0.00365
SMC4	-0.01945	0.02672	-0.00991
SMC5	0.01038	-0.00628	0.00103
SMC6	-0.01388	0.0043	-0.00209
SMCR7L	0.00141	-0.00897	-0.00217
SMEK1	-0.01347	-0.0186	-0.001
SMEK2	-0.00503	-0.00401	-0.00383
SMG1	-0.01057	0.00341	-0.00712
SMG5	0.00406	0.00417	-0.00921
SMG7	-0.00064	-0.00258	0.00587
SMN1	-0.00729	-0.0016	0.00317
SMPD4	-0.01046	0.00759	-0.00697
SMU1	0.00933	-0.00815	0.00963
SMUG1	0.0094	-0.00549	-0.01266
SMYD2	0.00617	0.03459	-0.03864
SMYD3	0.01029	0.00952	0.00653
SMYD4	-0.01045	-0.00517	-0.01124
SMYD5	0.01694	0.00523	0.00735
SNAP23	-0.0102	-0.00404	-0.00844
SNAP47	0.01743	-0.00723	0.01265
SNAPC1	0.00765	-0.00846	0.00596
SNCAIP	0.01121	-0.02285	0.03059
SND1	-0.00303	0.00551	-0.01688
SNHG3	-0.008	-0.00556	0.00316
SNHG5	-0.01172	-0.01936	-0.00143
SNHG6	-0.01489	-0.0121	0.00734
SNHG8	-0.01496	-0.01895	-0.0001
SNHG11	0.00124	-0.01468	0.00437
SNORA5B	0.00036	0.00249	0.00687
SNORA9	-0.0126	-0.00799	-0.0151
SNORA66	-0.00627	0.00466	0.00617
SNORD1C	-0.00255	0.01283	0.00109
SNORD26	-0.01067	-0.00125	-0.00078
SNORD73A	-0.01073	0.00272	0.00298
SNORD76	-0.01414	-0.00834	-0.00445
SNRK	-0.01965	-0.0109	-0.00117
SNRNP25	0.00508	0.01424	0.00725
SNRNP27	-0.00542	-0.00535	-0.00034
SNRNP35	-0.00725	-0.00752	-0.00014
SNRNP40	-0.00506	0.01386	-0.00217
SNRNP200	0.00022	0.01671	-0.0144
SNRPA1	-0.02041	-0.00499	-0.00088
SNRPB	-0.00878	-0.01301	0.00942
SNRPB2	-0.01425	-0.00404	0.00827
SNRPC	-0.00443	0.00253	0.01233
SNRPD1	-0.00953	0.00631	0.0158
SNRPD2	-0.0046	-0.0002	0.01203
SNRPD3	-0.00636	0.00141	0.01075
SNRPE	-0.01214	0.00738	0.00517
SNRPF	-0.01197	-0.00336	0.00742
SNRPG	-0.00913	0.00383	0.00803
SNRPN	-0.03906	0.02393	-0.02383
SNTB2	-0.00679	-0.02052	-0.01191
SNTG1	-0.00426	-0.00661	0.00712
SNUPN	0.00431	0.01203	-0.02373
SNW1	-0.00741	-0.00151	0.00855
SNX1	-0.01917	0.00687	0.00154
SNX3	0.0013	-0.00753	0.00829
SNX5	0.00471	0.00346	0.00867
SNX6	0.00547	-0.01249	0.00388
SNX11	0.01254	0.01005	0.00233
SNX13	-0.00485	-0.01026	-0.01093
SNX14	-0.00169	-0.00495	0.00107
SNX19	0.00884	0.01393	-0.00936
SNX24	0.0064	-0.00311	0.01404
SNX27	0.0167	0.00888	-0.01376
SNX29P2	-0.00075	-0.01355	-0.01401
SOAT1	0.01751	-0.00084	-0.00043
SOCS4	-0.00683	0.00641	0.00426
SOCS6	0.00235	-0.00044	0.01459
SOCS7	-0.01574	-0.01474	-0.01369
SOD1	0.00558	-0.00267	0.00444
SOD2	0.06943	-0.05065	-0.0212
SOGA1	-0.01227	-0.00235	-0.00089
SON	-0.00684	-0	0.00189
SORBS1	0.01214	-0.00957	0.00427
SORD	0.01026	0.00538	0.00568
SORL1	0.00089	0.01545	-0.01046
SORT1	-0.00172	0.00018	-0.01076
SOS1	-0.01761	-0.01632	-0.01236
SOS2	-0.01698	-0.01111	0.00702
SOX4	-0.01062	-0.02914	0.01762
SOX5	0.00204	-0.01093	0.00017
SOX6	-0.02974	-0.01323	0.00492
SOX9	-0.01159	-0.01317	0.01145
SOX11	-0.01692	-0.01078	0.00726
SP3	-0.01068	-0.00358	0.00321
SP4	-0.02199	-0.00645	-0.00964
SP100	-0.0131	-0.00083	-0.02924
SP140L	0.00086	-0.01721	-0.02032
SPAG5	-0.01344	0.01842	0.0019
SPAG7	0.01186	0.01986	0.00225
SPAG9	-0.00284	-0.00531	0.00187
SPAG16	-0.00797	-0.00705	0.00605
SPARCL1	0.03028	-0.00748	0.00305
SPATA5	-0.00937	-0.00383	-0.01327
SPATA6	-0.01352	-0.00043	-0.00103
SPATA13	-0.01878	-0.00728	-0.00371
SPATS2	-0.01281	0.00161	0.00224
SPATS2L	0.0013	0.00574	-0.00438
SPC25	-0.0227	-0.01802	-0.00585
SPCS1	0.00052	0.00202	0.00464
SPCS2	-0.00029	0.0028	0.00486
SPCS3	-0.01271	0.00658	0.01012
SPDYE1	-0.00369	-0.00805	-0.01572
SPDYE2	-0.00918	-0.00699	-0.01896
SPDYE5	-0.00861	-0.00471	-0.01747
SPDYE7P	-0.01026	-0.00828	-0.02461
SPECC1	0.00359	0.01447	0.01112
SPECC1L	0.00383	-0.00434	0.00683
SPEN	-0.02093	-0.01461	-0.00394
SPG7	-0.01124	-0.02249	-0.01893
SPG11	-0.01055	-0.00419	-0.01147
SPG20	0.0055	-0.00334	-0.00243
SPICE1	-0.01055	-0.01348	-0.00775
SPIN1	-0.0136	-0.00242	-0.0075
SPIN3	0.00004	0.01203	-0.00443
SPOCD1	0.02644	0.01127	-0.06391
SPOCK1	-0.00757	-0.00473	-0.02104
SPOP	0.00455	0.0019	0.00426
SPP1	0.04342	0.05061	-0.06788
SPPL3	-0.01189	-0.01988	0.0002
SPRED1	-0.014	0.00634	-0.01336
SPRED2	-0.00364	0.00606	0.01111
SPRY2	-0.01206	0.03267	0.00494
SPRY4	-0.03161	0.02535	0.01399
SPRYD3	0.03716	-0.00784	-0.03682
SPTAN1	0.00627	-0.00093	0.00515
SPTBN1	0.00497	-0.00377	-0.00553
SPTLC1	0.00348	0.01014	-0.00634
SPTLC2	-0.01458	0.00043	-0.00787
SPTSSA	0.02608	0.01223	-0.00887
SPTY2D1	-0.00361	-0.00124	-0.0201
SQLE	-0.00124	0.00348	-0.00032
SQSTM1	0.00253	-0.01903	-0.00277
SRA1	0.00344	0.00267	0.01134
SRBD1	0.00402	-0.00479	0.00975
SREK1IP1	-0.01903	0.00258	-0.0088
SRFBP1	-0.00476	-0.00538	-0.0071
SRGAP1	-0.003	-0.00357	0.00999
SRGAP2	-0.01455	-0.00072	0.00312
SRGAP3	-0.02408	-0.02442	0.01823
SRI	-0.0012	0.01138	0.01144
SRP9	-0.00565	0.00635	0.00421
SRP14	-0.00392	0.00517	0.00654
SRP19	-0.00967	-0.00186	0.00784
SRP54	-0.00452	-0.00085	0.00521
SRP72	-0.00501	0.01376	-0.00466
SRPK1	0.00464	0.01795	0.01504
SRPK2	-0.00052	-0.00172	0.00632
SRPR	0.00493	0.00973	-0.02446
SRPRB	0.00385	0.00384	0.00037
SRPX	0.00715	0.03254	-0.03729
SRPX2	0.02936	0.02308	-0.03295
SRR	0.00821	0.02328	0.02398
SRRM1	-0.00928	0.00162	0.00017
SRRM2	-0.01407	-0.01292	0.00101
SRRT	-0.004	-0.00427	0.00994
SRSF1	-0.01465	0.00243	-0.00707
SRSF2	-0.01987	-0.00616	-0.01722
SRSF3	-0.00273	0.00365	0.00737
SRSF5	-0.0015	0.00293	-0.00526
SRSF6	-0.00524	-0.0054	-0.01112
SRSF7	-0.00708	0.00478	0.00199
SRSF10	-0.00177	0.00988	-0.00054
SRSF11	-0.01331	-0.00266	-0.00532
SS18	0.00409	0.01572	-0.00584
SSB	-0.00584	0.00208	0.00372
SSFA2	0.00672	0.00053	-0.00527
SSNA1	0.00749	-0.00088	0.003
SSR1	0.00312	0.00838	-0.00909
SSR2	-0.00802	0.01134	-0.00311
SSR3	0.00467	-0.00019	0.00065
SSR4	-0.00281	0.00713	-0.00141
SSRP1	-0.00498	0.01018	0.01034
SSU72	-0.00313	-0.00247	-0.0038
SSX2IP	0.00211	0.02921	-0.02364
ST3GAL1	0.02348	-0.01463	0.00164
ST3GAL5	-0.01645	-0.00947	0.0133
ST5	0.02329	-0.02377	0.008
ST6GAL2	-0.0017	-0.00674	0.03723
ST7	0.01204	-0.00687	-0.00126
ST7L	-0.02163	-0.00405	-0.01173
ST8SIA1	-0.02334	-0.00314	0.01027
ST8SIA4	0.00727	0.00335	-0.0387
ST13	-0.00019	-0.00381	-0.01184
STAG1	-0.00475	-0.00414	-0.00512
STAG2	-0.01573	0.01263	-0.00004
STAG3	-0.01409	-0.02737	-0.03069
STAG3L3	-0.00691	-0.0069	-0.01286
STAG3L4	-0.00579	-0.00246	-0.00474
STAM	0.01512	0.0004	-0.00634
STAM2	-0.00409	0.00905	-0.00219
STAMBP	0.00412	-0.00468	0.00418
STARD3NL	0.00579	0.01024	0.01075
STARD7	-0.00048	-0.0028	0.00253
STAT1	0.00939	0.00119	0.00766
STAT2	0.00876	-0.00063	-0.01106
STAT3	0.01372	0.00961	-0.02424
STAT5B	-0.00894	-0.01828	-0.00796
STAU1	-0.00177	-0.00348	0.00147
STAU2	-0.01168	0.01558	-0.00437
STEAP3	0.02772	0.01849	-0.04415
STIM2	-0.01443	-0.0155	0.0057
STIP1	0.00035	0.00939	0.00442
STK4	-0.00802	-0.00477	-0.00259
STK17A	-0.00516	-0.00927	0.00087
STK17B	0.00263	-0.01318	0.01404
STK33	-0.00036	0.00822	0.0027
STK36	0.01221	-0.00826	-0.00823
STK38	0.00996	-0.00068	0.00541
STK38L	0.02589	-0.01011	0.00563
STOML2	0.00336	-0.00218	0.03328
STON2	0.01951	-0.01272	0.01345
STRAP	-0.00764	0.00481	0.00733
STRN3	0.00168	-0.01296	-0.00615
STT3A	0.00519	0.02323	-0.00239
STX6	-0.01589	0.00489	-0.00735
STX7	0.02359	-0.00228	0.00322
STX8	-0.00429	-0.01369	0.00059
STX12	0.02063	-0.00342	-0.01892
STX16	-0.0074	-0.01567	-0.00474
STX17	-0.0129	-0.02581	-0.01297
STX18	0.00433	0.00511	0.01032
STXBP3	0.00219	-0.01073	-0.00588
STXBP4	0.00072	-0.011	-0.00277
STXBP5	-0.00822	-0.02762	-0.00507
STYXL1	0.00552	-0.01669	-0.00759
SUB1	-0.01583	0.01369	0.02502
SUCLA2	-0.00816	0.01914	0.02537
SUCLG1	-0.00613	0.00188	0.00205
SUCLG2	0.01736	0.01206	0.00319
SUDS3	-0.00267	-0.00246	-0.00597
SUGP1	-0.00331	-0.00372	-0.00049
SUGP2	-0.01042	0.00174	-0.00041
SUGT1	-0.02006	0.00426	0.00604
SULF2	0.01797	-0.03687	0.02461
SULT1A4	0.00166	-0.01349	-0.00049
SUMF2	0.00803	0.00856	-0.00219
SUMO1	-0.00739	0.00109	0.00939
SUMO2	-0.00807	0.00939	0.01222
SUN1	-0.00483	0.00501	-0.01448
SUOX	0.01656	0.02036	-0.0181
SUPT5H	-0.00224	-0.01351	-0.00346
SUPT6H	-0.00073	0.00081	-0.00543
SUPT7L	0.01477	0.00008	0.00138
SUPT16H	-0.00801	0.01854	0.00832
SUPV3L1	0.0051	0.00036	-0.00042
SURF4	-0.0088	0.00491	-0.02428
SUV420H1	-0.00584	-0.00575	0.00687
SVEP1	-0.02681	-0.03113	-0.02104
SWAP70	-0.01286	0.00329	0.01914
SWI5	0.00807	-0.0073	0.00262
SYAP1	0.00296	-0.00368	-0.0049
SYF2	-0.0116	-0.01587	-0.001
SYNCRIP	-0.00447	0.00436	0.00576
SYNE1	0.01001	-0.02499	-0.00571
SYNE2	-0.00285	-0.007	-0.00416
SYNPO2	-0.01008	-0.02801	-0.0138
SYNRG	-0.00977	0.00601	-0.01649
SYS1	0.02085	-0.02897	-0.00193
SYT11	0.00273	0.00961	-0.00596
SYTL2	0.02275	-0.00629	-0.03436
SYTL4	0.00814	-0.00923	-0.00542
SZT2	-0.01247	-0.01481	-0.01795
TAB1	-0.02432	-0.02064	-0.03265
TACC1	0.00812	0.00242	-0.0105
TADA1	0.0062	0.02064	0.00219
TADA2B	-0.01468	-0.01938	-0.00985
TAF1	-0.00615	-0.00862	-0.02095
TAF2	0.01285	0.01766	-0.00135
TAF6	0.00499	0.00546	0.00067
TAF7	0.00233	0.00109	0.00162
TAF9	-0.00175	-0.00364	0.00078
TAF9B	0.00665	0.01718	0.00907
TAF12	0.00573	0.01271	-0.01012
TAGLN	0.05141	-0.03278	0.00665
TALDO1	0.00133	-0.00204	0.01383
TAMM41	0.00021	0.00743	-0.00514
TANC1	-0.01733	-0.01352	-0.0002
TANC2	-0.01248	-0.01194	0.00517
TANK	0.00992	0.00307	-0.01504
TAOK1	-0.00655	-0.00636	0.0075
TAOK3	-0.02036	-0.00961	0.01807
TAPBPL	0.01497	0.00679	-0.01099
TARBP2	0.00998	0.01911	-0.00888
TARDBP	-0.00173	0.00796	0.00417
TASP1	0.00667	-0.02037	0.00611
TATDN1	-0.00505	-0.00327	-0.00136
TATDN3	-0.0084	-0.0068	0.00029
TAX1BP1	0.00408	0.00178	0.00933
TAX1BP3	0.03683	-0.00339	0.01214
TBC1D5	-0.00458	0.0006	0.00006
TBC1D8B	-0.02008	-0.02727	-0.01413
TBC1D9B	-0.0047	-0.00474	-0.00597
TBC1D10A	0.02574	-0.00625	0.02017
TBC1D13	0.00417	-0.0105	-0.00383
TBC1D14	-0.00007	-0.00725	-0.00396
TBC1D15	-0.00403	-0.00331	-0.01085
TBC1D20	-0.01569	-0.0158	0.00474
TBC1D24	-0.0032	0.00049	-0.00261
TBCA	-0.00897	0.00337	0.0036
TBCB	-0.01113	0.0019	0.00242
TBCCD1	-0.00113	0.01217	-0.00931
TBCE	0.00863	0.00173	-0.00067
TBCK	0.01249	0.00099	-0.00398
TBK1	-0.00429	-0.00084	-0.01777
TBL1XR1	-0.00624	0.00671	-0.00031
TBL2	-0.00049	0.00552	-0.01071
TBP	-0.01385	-0.01077	-0.00223
TBPL1	-0.00142	0.00811	-0.00484
TBRG1	-0.00565	-0.00648	-0.00727
TCEA1	-0.00306	0.00782	-0.0078
TCEAL1	0.01625	0.00886	0.00725
TCEAL4	-0.00242	-0.00184	-0.00113
TCEAL7	0.01285	0.00668	-0.00476
TCEAL8	-0.00319	0.00029	0.01083
TCEANC2	-0.01742	-0.00911	-0.01061
TCEB1	-0.00606	0.00175	0.00328
TCEB2	0.00213	-0.00138	0.00715
TCEB3	-0.0016	0.00576	-0.00504
TCERG1	-0.01948	-0.00485	0.00209
TCF4	-0.00832	0.00266	-0.0044
TCF12	-0.03028	0.02836	0.01831
TCF25	-0.00041	-0.0045	0.00533
TCN2	0.03024	0.01993	0.00357
TCP1	0.00728	0.00193	-0.01468
TCTA	0.01396	0.00411	-0.00861
TCTN1	-0.00494	-0.00885	-0.00739
TCTN3	0.02299	0.02676	0.00077
TDG	-0.02065	-0.00396	-0.00668
TDP1	-0.00139	0.01998	0.00194
TEAD1	-0.02311	-0.0032	0.01184
TEFM	0.00915	0.00103	-0.01291
TERF1	-0.00825	-0.00324	-0.00386
TERF2IP	-0.01082	-0.00556	-0.00055
TET1	-0.00686	-0.00709	-0.00077
TET2	-0.00392	-0.00757	0.00034
TEX2	0.01375	0.00241	-0.00301
TEX10	0.0061	0.0148	0.01058
TEX261	0.00788	0.00214	-0.00136
TEX264	0.02045	-0.00248	0.00362
TF	-0.00901	-0.03427	-0.02303
TFB1M	-0.00882	0.00457	-0.00289
TFB2M	-0.00063	0.00271	-0.00961
TFCP2	0.00332	0.0057	-0.01382
TFDP2	-0.00367	-0.00817	0.00535
TFG	0.00562	0.00192	0.00057
TFIP11	0.00308	0.01999	-0.01398
TFPI	0.01977	0.00917	-0.02458
TFR2	-0.02155	-0.01292	-0.01034
TFRC	0.01215	0.02836	-0.01001
TGFB2	0.03282	-0.01345	0.00063
TGFB3	0.02071	0.01223	0.00329
TGFBR1	0.00055	0.00064	0.00183
TGIF1	0.01586	0.00421	-0.01335
TGIF2	-0.01525	-0.00355	0.00319
TGOLN2	0.00264	0.01729	-0.00818
THADA	0.00293	0.0002	-0.00825
THAP5	-0.00777	-0.00482	-0.00789
THAP6	-0.01345	-0.00539	-0.0181
THBS2	0.04409	-0.041	0.01245
THBS3	0.04412	-0.00362	-0.00065
THBS4	0.0155	0.00322	0.00478
THNSL1	-0.00578	0.00806	-0.00802
THOC1	0.00959	0.00528	-0.01515
THOC2	0.00121	0.00116	-0.00867
THOC5	0.00925	0.01022	0.0053
THOC7	-0.00927	0.00152	-0.00844
THRAP3	0.00228	0.00379	-0.00485
THSD7A	-0.00915	-0.01406	0.01152
THUMPD1	-0.00719	0.00034	0.00017
THUMPD3	0.00574	-0.00444	0.00135
THY1	0.01363	0.0035	0.03668
THYN1	-0.01214	0.0004	0.0094
TIA1	-0.01416	0.01007	-0.00255
TIAL1	-0.00912	-0.02179	-0.00537
TIAM1	-0.01208	0.00953	-0.01617
TIMELESS	0.0016	0.02458	0.01619
TIMM8B	-0.00324	-0.00305	0.00973
TIMM10	0.00377	0.01398	0.01449
TIMM13	-0.00195	-0.00515	0.0051
TIMM17A	-0.0033	0.00124	-0.00143
TIMM17B	-0.01105	0.00076	0.00774
TIMM21	0.00882	0.01773	-0.0036
TIMM22	0.00856	0.01226	0.00216
TIMM50	-0.01171	0.00553	0.01242
TIMMDC1	0.01026	0.00311	0.00946
TIMP1	0.00441	0.02992	-0.02491
TIMP2	-0.00866	-0.02092	0.00054
TIMP3	0.02123	-0.00511	0.00582
TIMP4	0.00904	0.01708	0.02558
TINF2	0.00484	-0.00437	0.00021
TIPARP	0.03761	-0.00088	0.01516
TIPRL	-0.00689	-0.0015	-0.00932
TJP1	-0.016	0.00865	0.00157
TK2	0.0044	-0.01592	-0.01414
TKT	0.02165	0.00414	0.00482
TLK1	-0.00551	0.00806	0.00004
TM2D1	-0.01173	-0.00015	-0.0009
TM2D2	0.0144	-0.00265	-0.00426
TM2D3	-0.01533	0.00306	-0.0112
TM4SF1	-0.02816	-0.0083	0.03625
TM7SF3	-0.00927	-0.00808	0.00683
TM9SF4	0.01262	-0.01851	0.00693
TMBIM1	0.03972	-0.02637	-0.02168
TMBIM4	-0.00807	0.00862	0.00104
TMBIM6	0.00933	0.00991	-0.0003
TMCC1	0.00614	0.00308	-0.01291
TMCO1	0.00152	0.00226	0.00526
TMCO7	0.00589	0.00468	-0.01229
TMED1	0.02055	0.02395	-0.00025
TMED2	-0.00506	0.01481	-0.01531
TMED4	-0.00243	0.01122	-0.0113
TMED5	0.01824	-0.01049	-0.01242
TMED7	-0.00053	-0.01409	-0.00184
TMED9	0.00562	0.01242	-0.01079
TMED10	0.00366	0.01641	0.00227
TMEM9	0.00092	-0.00512	-0.00034
TMEM9B	0.0128	0.01102	0.01443
TMEM11	-0.00732	0.00001	0.00316
TMEM14A	0.02077	-0.0162	-0.00175
TMEM14B	-0.00784	0.00686	0.00085
TMEM14C	-0.00995	-0.01101	-0.00284
TMEM18	0.02089	0.01238	0.00166
TMEM19	0.00305	-0.01101	-0.00416
TMEM25	0.013	0.01668	-0.00074
TMEM30A	-0.00346	0.00402	-0.00982
TMEM33	0.00418	0.00899	-0.00231
TMEM41A	0.00601	-0.0158	-0.02054
TMEM41B	0.00531	0.0084	-0.0053
TMEM43	0.02517	-0.00086	-0.01804
TMEM45A	-0.01744	-0.02461	-0.01554
TMEM48	0.00922	0.0208	0.00252
TMEM50A	0.00202	0.0014	0.00517
TMEM50B	0.00348	0.00974	-0.00781
TMEM55A	0.01741	0.00243	-0.0072
TMEM59	0.00259	0.00584	-0.0016
TMEM60	0.01061	0.00822	0.00403
TMEM66	0.00144	0.0099	-0.00901
TMEM67	-0.00024	-0.00636	-0.01157
TMEM68	-0.00556	0.00684	-0.0109
TMEM69	0.0137	0.00885	-0.00628
TMEM85	-0.01293	0.00718	-0.00633
TMEM87A	-0.00725	0.0034	-0.00158
TMEM97	-0.00892	0.02591	0.00569
TMEM101	0.00822	0.0087	-0.00086
TMEM106B	-0.00486	0.00556	-0.01757
TMEM106C	0.02506	0.03064	0.00592
TMEM107	-0.0051	0.00363	-0.01035
TMEM111	0.00576	0.00625	0.00137
TMEM116	-0.00998	-0.00765	-0.00801
TMEM120A	0.0287	-0.00511	-0.00036
TMEM123	0.01652	-0.01978	0.0077
TMEM126A	0.0046	0.01139	0.00163
TMEM128	-0.0104	-0.00075	0.00302
TMEM131	-0.01241	-0.00851	0.00587
TMEM132B	-0.02665	-0.00319	0.00257
TMEM135	0.00618	-0.00398	-0.01851
TMEM136	-0.00395	0.00219	-0.0088
TMEM138	-0.00319	0.00414	-0.00553
TMEM144	0.02249	-0.03813	-0.01563
TMEM147	0.00111	-0.00079	0.00154
