	PC 1	PC 2	PC 3
HHLA1	-0.01675	-0.01828	0.0201
HIAT1	0.01078	0.01656	0.00525
HIBADH	-0.00578	0.00855	0.00657
HIBCH	-0.00079	0.01178	-0.02247
HIF1A	0.02482	0.00065	-0.02958
HIF1AN	0.018	0.02002	-0.01477
HIGD1A	0.00718	0.00774	-0.01492
HIGD2A	-0.00669	-0.00203	-0.01082
HILPDA	-0.00084	-0.03631	0.05443
HINFP	-0.00113	0.01679	-0.00364
HINT3	-0.00209	-0.00608	0.01544
HIP1	-0.00656	0.01	-0.00885
HIPK2	-0.01564	-0.01543	-0.00267
HIRIP3	0.01061	0.01294	-0.01196
HIST1H1C	0.01364	0.01291	-0.01488
HIST1H2AC	0.01592	0.018	-0.01354
HIST1H4C	-0.01755	-0.00053	-0.01544
HIST2H2BE	0.01151	0.0032	-0.00139
HK1	0.01311	0.0173	0.02317
HKR1	0.00451	-0.00244	0.00012
HLA-A	0.01553	0.00509	0.00575
HLA-B	0.0011	-0.01765	-0.00884
HLA-C	-0.00408	0.02593	0.00381
HLTF	-0.00958	-0.01295	-0.01711
HM13	-0.0062	0.00496	0.00465
HMBOX1	0.0051	-0.01822	0.01321
HMBS	0.01925	0.00903	-0.03034
HMG20A	-0.01753	0.01614	-0.01515
HMGB2	-0.0227	0.01377	-0.01646
HMGB3	-0.01871	0.00361	-0.02479
HMGCL	0.02419	0.01172	0.00356
HMGCR	-0.00012	0.0237	-0.0252
HMGN1	-0.02261	-0.00547	0.00483
HMGN3	-0.00506	-0.00006	-0.00743
HMGN4	-0.00375	-0.00003	-0.00544
HMGXB4	-0.01676	0.01837	0.01064
HMOX2	0.01328	-0.02344	-0.00605
HN1	-0.01066	0.00163	-0.02566
HNMT	0.01584	-0.01449	-0.01335
HNRNPA3	-0.01437	0.00658	-0.01093
HNRNPD	-0.02208	-0.01034	0.00045
HNRNPF	0.00194	0.0092	-0.02423
HNRNPH3	-0.00604	0.00968	0.00868
HNRNPK	0.00217	0.00975	0.0079
HNRNPM	-0.0135	-0.00449	-0.00337
HNRNPR	-0.009	0.01286	-0.02031
HNRNPU	-0.00869	-0.00647	0.00643
HNRNPU-AS1	-0.0126	0.00103	0.00739
HOOK3	-0.00892	-0.00635	0.01826
HOPX	0.0394	0.06239	-0.01646
HP1BP3	-0.0039	0.01009	0.00323
HPS5	0.01922	-0.01046	0.00092
HRH1	0.04819	-0.00571	0.00191
HRSP12	0.02234	-0.00841	-0.00532
HS2ST1	0.00972	0.01206	-0.00174
HSD17B4	0.00295	0.01741	-0.00738
HSD17B10	0.00731	0.00421	-0.0196
HSD17B11	0.00572	0.02086	0.0272
HSD17B12	-0.00129	0.00312	-0.00174
HSDL1	0.00264	0.01025	-0.01308
HSDL2	0.03293	0.00515	-0.01333
HSF2	-0.00329	-0.0135	0.02053
HSPA1B	-0.02225	-0.01541	0.01728
HSPA1L	-0.02209	-0.02265	0.02298
HSPA2	0.00542	-0.01934	0.01592
HSPA4	-0.0025	0.01308	-0.00182
HSPA4L	0.0125	0.02042	0.0015
HSPA9	-0.0058	0.01907	0.0014
HSPA13	0.00977	0.03092	0.01966
HSPB11	-0.00525	0.00619	0.00824
HSPH1	-0.02127	0.0004	0.01133
HTATSF1	-0.0096	0.00119	-0.01523
HTRA1	0.00012	0.01508	0.00102
HUS1	0.00348	0.01391	0.01704
HUWE1	-0.01425	0.00961	0.01069
HYOU1	-0.00876	0.02593	0.01587
IAH1	0.00451	-0.00127	-0.00749
IARS	-0.00327	0.01478	0.00463
IARS2	-0.00653	0.00852	0.00785
IBTK	-0.00526	0.00111	0.01053
ICA1	-0.01818	0.00552	-0.0043
ICA1L	-0.00241	-0.0076	0.00449
ID2	0.0277	-0.02906	0.03855
ID3	0.06842	-0.03634	-0.02268
IDE	0.00952	0.00982	-0.00841
IDH1	-0.01344	0.01779	-0.01672
IDH3A	0.00558	0.01971	0.00518
IDH3G	0.0027	0.00411	-0.02118
IDI1	0.00912	0.00409	-0.03261
IDS	-0.00738	0.04127	0.01978
IER3IP1	-0.01331	0.00462	-0.01091
IFI6	-0.00461	-0.00798	0.0075
IFI16	0.01618	0.02965	0.03464
IFI27L2	0.02391	-0.00933	0.00018
IFI35	0.04315	-0.0021	0.0043
IFI44	0.00805	-0.00605	-0.01006
IFI44L	0.02953	-0.02395	-0.01762
IFIT2	0.01572	-0.00934	0.01124
IFIT5	0.01008	0.01242	-0.00376
IFITM3	0.02894	0.00103	0.00333
IFNAR1	0.0067	0.01965	0.0038
IFNAR2	0.00358	0.00993	0.00971
IFNGR1	0.02054	-0.02027	-0.01529
IFRD1	0.0092	-0.02107	0.01014
IFT43	0.0037	-0.00496	-0.0014
IFT46	0.02193	0.0109	0.00576
IFT52	0.00252	-0.01246	-0.01911
IFT57	0.02034	-0.00518	0.00921
IFT74	0.01298	-0.02672	0.00694
IFT80	-0.01292	0.00075	0.0086
IFT81	-0.01923	-0.01025	-0.00433
IFT88	-0.00845	0.00077	0.00199
IFT122	0.03541	-0.00539	-0.02602
IGBP1	-0.00334	0.02411	0.00914
IGDCC4	0.02064	-0.01587	-0.01043
IGF1R	-0.00786	-0.01435	0.03597
IGF2BP3	-0.00893	-0.0259	-0.00187
IGFBP3	-0.01574	0.05447	0.04666
IGFBP5	-0.02425	-0.02505	0.04323
IK	-0.008	-0.00063	-0.01044
IKBKAP	-0.0088	-0.00272	0.01611
IL1RAP	-0.0137	0.02045	0.02583
IL6ST	-0.01335	0.00897	0.0206
IL17RB	0.00541	0.00216	-0.03052
ILF3	-0.01547	0.00183	-0.01047
ILK	0.00329	0.00265	0.00174
ILVBL	0.01048	-0.00026	0.01611
IMMT	-0.00591	0.00953	-0.01588
IMP4	0.00321	0.01118	0.00266
IMPA1	0.02091	0.00129	-0.00267
IMPACT	0.01273	0.01149	-0.00882
IMPDH2	0.00667	0.00808	0.00927
ING3	-0.00094	-0.01499	0.00059
ING4	0.001	0.00434	-0.00955
INMT	-0.01316	-0.01744	0.02137
INO80D	-0.00397	-0.0139	0.02438
INPP5B	-0.00508	-0.0047	0.01917
INSIG2	-0.00046	-0.0043	0.03601
INSR	-0.00947	-0.0082	0.01001
INTS2	-0.01193	0.0044	0.01379
INTS3	-0.01095	-0.00691	0.02844
INTS4	-0.01632	0.00189	0.00282
INTS7	-0.00369	-0.00219	-0.0157
INTS9	0.01081	0.01161	0.00071
INTS10	-0.00038	0.00311	0.00571
INTS12	0.01225	0.00229	-0.01136
IP6K2	-0.00701	-0.00179	-0.00266
IPO4	0.01574	0.01215	-0.00652
IPO7	-0.01793	-0.00891	-0.0007
IPO9	0.00372	0.00771	-0.03195
IPO11	0.00725	0.01045	0.00333
IPP	0.01122	0.00059	0.00258
IPW	-0.03486	0.02917	0.02702
IQCB1	0.01181	0.01608	-0.00253
IQCG	0.02977	-0.0146	0.00392
IQCJ-SCHIP1	-0.01959	-0.01276	-0.0192
IQCK	-0.0079	-0.0099	0.00169
IQGAP1	-0.00076	0.03177	0.01981
IRF1	0.01189	-0.0243	0.00482
IRF2	0.00362	0.01503	0.00033
IRF2BP2	-0.01082	-0.02318	0.02582
IRF9	0.01637	-0.00388	0.01431
IRGQ	0.00254	0.00269	-0.00771
IRS2	-0.00707	-0.00518	0.01688
ISCA1	0.01756	0.01174	0.01498
ISG15	-0.00012	-0.01469	-0.01432
ISG20L2	-0.00507	0.00404	0.02162
ISOC1	0.0079	0.02331	-0.00048
ISY1	-0.01216	0.00901	-0.01102
ITFG1	-0.0149	0.03239	-0.00571
ITFG2	-0.01773	0.00138	0.02104
ITFG3	0.01632	-0.00192	-0.00831
ITGA7	-0.02124	0.02019	0.0101
ITGAE	-0.00842	-0.01262	-0.01269
ITGB1	0.00616	0.01834	0.02569
ITGB1BP1	-0.00273	0.0059	0.0071
ITM2B	-0.00665	-0.01168	0.00362
ITM2C	0.01395	-0.02789	-0.00745
ITPR2	-0.00171	-0.0347	-0.01472
IVD	-0.0006	0.0182	-0.00813
IVNS1ABP	0.00389	0.02516	0.00748
IWS1	-0.01122	0.00271	-0.00242
JAG1	-0.01397	0.00089	0.0172
JAGN1	0.01288	0.00143	-0.0067
JAK1	0.01368	-0.01599	0.00029
JAM3	0.00643	0.02424	0.0033
JAZF1	0.01381	-0.01318	-0.01667
JKAMP	0.00634	0.00506	-0.00601
JMJD1C	-0.02101	-0.01366	-0.00224
JMJD6	-0.00642	-0.01569	0.02982
JOSD1	-0.01313	-0.00722	0.01777
JPX	-0.00693	0.00506	0.00257
KANK1	-0.01237	-0.01043	-0.01236
KANSL2	-0.00201	0.02556	-0.01302
KARS	0.00249	0.00538	-0.0048
KAT2A	-0.00125	-0.01443	-0.00407
KAT2B	-0.02427	-0.00547	-0.01645
KAT5	0.00668	0.01236	0.00327
KAT6A	-0.01516	-0.00271	0.00817
KAT7	-0.00845	0.01496	-0.00124
KATNA1	0.00582	-0.00703	-0.01563
KATNB1	0.00102	0.00975	-0.01885
KBTBD2	-0.01739	0.01354	-0.01949
KBTBD4	0.00728	0.02943	-0.00686
KBTBD6	-0.02336	-0.0013	-0.01127
KCNMB4	-0.01194	0.00838	0.01171
KCNN3	0.02294	-0.03167	-0.00205
KCTD7	0.01435	-0.0098	0.01421
KDELR1	-0.00591	-0.00598	-0.00181
KDELR2	-0.01489	-0.0131	0.01508
KDM3A	0.00244	-0.02353	0.02364
KDM4A	0.01049	0.00002	0.00019
KDM5A	-0.0153	0.00251	0.00708
KDM5D	-0.00551	-0.0296	-0.02138
KEAP1	-0.01706	0.00664	0.00177
KHDRBS3	-0.00979	-0.01127	0.00736
KIAA0020	-0.0122	-0.02086	-0.00213
KIAA0040	0.0299	-0.00522	0.01281
KIAA0100	-0.00629	0.00958	0.00159
KIAA0101	-0.01972	0.01182	-0.01802
KIAA0141	0.00313	0.02516	-0.02123
KIAA0146	-0.00743	-0.00046	0.01553
KIAA0195	-0.00643	0.00415	-0.01176
KIAA0226L	-0.02009	0.01399	-0.04135
KIAA0232	-0.00969	-0.00987	0.00159
KIAA0247	0.01356	-0.01493	-0.00373
KIAA0319L	0.00364	0.00707	0.00559
KIAA0355	-0.00761	-0.01141	0.01372
KIAA0408	-0.00345	-0.01146	0.0062
KIAA0430	-0.00358	-0.00274	0.01381
KIAA0494	0.00704	-0.01352	-0.00085
KIAA0528	-0.00281	0.02187	0.00069
KIAA0907	-0.01158	-0.00586	0.01964
KIAA0922	-0.00326	0.02517	0.00285
KIAA1033	0.01087	0.00037	0.01407
KIAA1109	-0.00554	-0.0018	0.01197
KIAA1143	-0.00816	0.00544	0.0054
KIAA1191	-0.00058	0.0153	-0.00278
KIAA1407	0.00989	-0.01133	0.00413
KIAA1429	-0.00191	0.00565	0.00844
KIAA1430	-0.00929	0.01227	0.00824
KIAA1456	-0.01595	0.00262	0.01017
KIAA1467	0.00068	0.01207	0.00086
KIAA1586	-0.013	0.00201	0.00387
KIAA1715	-0.01064	0.00531	0.00203
KIAA1731	-0.02045	-0.0054	0.00702
KIAA1737	0.00599	0.02155	-0.01445
KIAA1967	-0.00578	0.01108	-0.01182
KIAA2018	-0.00058	-0.00542	0.01394
KIAA2026	-0.00923	-0.02863	0.00126
KIDINS220	0.00408	-0.00015	0.00865
KIF1A	0.01689	-0.02696	-0.02477
KIF1B	-0.00478	-0.00694	-0.00542
KIF2A	-0.0058	0.00461	-0.03153
KIF3A	-0.00136	-0.00417	-0.00264
KIF3B	-0.00631	-0.00689	0.0036
KIF5B	0.00563	0.00282	-0.00449
KIF5C	0.00023	-0.01494	0.00567
KIF13B	-0.00266	0.01272	0.00095
KIF21A	-0.01427	0.00233	-0.00607
KIF22	0.00614	0.03196	-0.02965
KIFAP3	0.00712	-0.01517	0.0063
KLC1	-0.00309	0.00305	-0.0053
KLF3	-0.00836	-0.00045	0.00287
KLF6	0.02993	-0.00182	0.0188
KLF9	0.0004	-0.01329	0.01394
KLF10	0.04284	-0.00363	-0.01843
KLHDC3	0.00689	0.00875	-0.02036
KLHDC5	-0.00947	0.00273	-0.00026
KLHDC10	-0.00892	-0.00465	0.00767
KLHL4	-0.01286	0.06835	-0.02709
KLHL5	-0.00377	0.00603	-0.00573
KLHL7	-0.01021	-0.01248	-0.01609
KLHL12	0.01572	0.00731	0.00061
KLHL18	0.01217	-0.00008	0.009
KLHL20	0.0164	0.00502	-0.00495
KLHL21	0.01179	-0.02107	0.00793
KLHL24	-0.00931	-0.0032	0.0216
KLHL28	-0.01211	0.00133	0.02025
KNTC1	-0.01129	0.02588	-0.0062
KPNA1	-0.00205	0.01684	-0.00974
KPNA2	0.01831	0.01883	-0.03327
KPNA3	-0.00175	0.00534	-0.02016
KPNA4	-0.01019	-0.00681	0.0165
KPNA6	0.00305	0.01005	0.00947
KPNB1	-0.00661	-0.00185	0.00033
KRBA2	-0.00385	-0.00852	0.00915
KRCC1	-0.00296	0.00602	-0.021
KRI1	-0.00729	0.00197	-0.00457
KRIT1	-0.00573	-0.0024	-0.00156
KRR1	-0.00601	0.00588	0.00434
KRTCAP2	0.00038	-0.00393	0.00413
KTN1	-0.00897	-0.00197	0.00295
KXD1	-0.00259	-0.00321	-0.00247
L3MBTL2	0.01717	0.0134	0.01024
LAMA1	-0.02824	-0.01664	0.00195
LAMB1	0.01111	0.02895	0.01495
LAMB2	0.02689	0.00261	0.01583
LAMC1	0.00261	-0.01145	0.0161
LAMP2	0.02323	0.00818	0.01061
LAMTOR1	0.00461	-0.0021	-0.00605
LAMTOR2	0.00316	-0.00819	-0.00177
LAMTOR3	0.00394	0.00246	0.00075
LANCL1	0.01353	0.00935	-0.00122
LANCL2	-0.04939	-0.03598	-0.04742
LAP3	-0.00112	-0.00045	-0.01593
LARP1	-0.00499	-0.00218	-0.00225
LARP1B	-0.018	-0.01681	0.01862
LARP4	-0.00128	-0.00204	-0.00205
LARS	-0.00501	0.00742	-0.00415
LARS2	0.01746	0.01996	-0.00889
LAS1L	0.00545	0.00226	-0.00942
LBH	-0.00322	0.0016	0.01818
LBR	0.01444	0.01046	-0.012
LCLAT1	0.00281	0.00486	-0.00434
LCMT1	-0.00724	0.01514	-0.0023
LDLR	0.02492	0.00246	0.01367
LDLRAD3	-0.0131	0.00985	-0.00619
LEO1	-0.00816	0.03175	-0.00954
LEPROT	0.01225	0.0024	0.00406
LEPROTL1	-0.00154	0.0184	-0.0104
LETM1	0.00757	-0.0082	0.00154
LETMD1	0.00514	0.00826	0.00463
LGALS1	0.01664	-0.00149	0.0036
LGALS3	0.0208	0.03158	0.0617
LGALS3BP	0.01311	0.01825	0.02691
LGALS8	0.00274	0.0131	0.01582
LGMN	0.00236	0.01214	0.00126
LHFP	0.00376	-0.01426	-0.04604
LHFPL3	-0.00995	-0.05601	-0.0551
LIFR	-0.01913	-0.03148	-0.01848
LIG3	0.00973	0.02075	-0.00475
LIMA1	-0.00906	0.01105	-0.0124
LIMCH1	-0.00198	-0.03851	-0.00359
LIMK2	0.02841	-0.01508	-0.02555
LIMS1	0.00391	-0.00039	0.02469
LIN7C	-0.00379	0.02483	0.00971
LIN37	0.00311	0.00737	0.00512
LIN52	-0.01697	0.01651	0.00947
LINC00342	0.00405	0.00247	0.00618
LINC00476	-0.00862	-0.01691	0.01836
LINC00478	-0.02306	-0.00303	0.01582
LINC00485	-0.01728	-0.02205	0.01992
LINC00598	-0.01548	-0.02023	0.01503
LINS	-0.00302	0.00013	0.00903
LIPA	0.02647	0.00728	-0.00223
LITAF	-0.00085	-0.01573	-0.01216
LIX1	0.04587	-0.03786	-0.02105
LLPH	0.00531	0.00194	-0.00135
LMAN1	-0.00125	0.00724	0.02037
LMAN2	-0.00182	0.01038	-0.00512
LMAN2L	0.03082	0.00093	-0.00882
LMBRD1	0.01411	-0.00966	0.02462
LMBRD2	-0.00037	0.01339	0.01141
LMLN	0.00959	0.00465	0.00208
LMO3	-0.0017	0.02005	0.03695
LMO4	-0.00455	-0.00195	-0.00679
LONP2	-0.00483	-0.00467	0.01731
LOXL3	0.01921	-0.00458	0.00101
LPCAT3	0.01247	0.00625	0.00107
LPHN3	-0.0147	-0.00479	0.00543
LPIN2	0.00404	0.00047	-0.00459
LPL	0.00755	0.03338	-0.00312
LRIF1	-0.00688	-0.00976	0.02185
LRIG1	0.03961	-0.0358	-0.00212
LRIG2	0.00569	0.01119	0.00945
LRP1	-0.00855	-0.01379	0.00165
LRP1B	-0.0132	0.00809	-0.00504
LRP4	-0.03725	0.0066	-0.01885
LRP6	-0.02349	-0.01704	0.00184
LRPAP1	0.00894	0.00198	-0.00562
LRPPRC	-0.00617	-0.00512	-0.0012
LRRC8A	0.01462	-0.00052	0.00549
LRRC16A	0.00373	-0.02191	-0.00849
LRRC17	0.00405	-0.01734	-0.027
LRRC37A3	-0.01853	-0.00112	0.02264
LRRC37A4P	-0.01016	-0.0093	0.0107
LRRC37BP1	-0.01191	-0.00301	0.0127
LRRC40	0.00467	-0.00158	-0.00728
LRRC41	0.01034	0.0116	-0.01414
LRRC57	-0.00673	0.01075	-0.002
LRRC58	-0.01092	-0.00249	-0.00053
LRRCC1	0.00216	-0.00466	-0.01641
LRRFIP1	-0.00649	-0.01013	0.01098
LRRN3	0.01915	0.00785	-0.0215
LRRTM2	-0.01323	0.03257	-0.00955
LRRTM3	-0.002	0.02091	-0.02068
LSAMP	0.01125	-0.02815	-0.01693
LSG1	-0.00156	0.00766	-0.00451
LSM1	-0.00231	-0.00308	-0.01111
LSM3	-0.01219	-0.00454	-0.0028
LSM4	-0.02104	-0.003	-0.02183
LSM5	-0.00749	-0.0007	-0.00404
LSM7	-0.01435	-0.00673	-0.00693
LSM10	0.00244	-0.00217	-0.00272
LSM12	0.00344	0.00139	-0.00185
LSM14A	-0.00931	0.0082	-0.00384
LSMD1	-0.00224	-0.00467	-0.0008
LTA4H	0.01358	0.00372	0.0139
LTN1	-0.00872	-0.00134	0.01781
LTV1	0.00033	-0.00639	-0.00158
LUC7L	-0.01916	0.00518	0.00585
LUC7L2	-0.01186	0.00538	0.00326
LUZP1	0.01045	0.02248	0.01312
LUZP2	-0.00863	-0.04113	-0.03257
LUZP6	0.00252	-0.00626	-0.00438
LYPLA1	-0.00362	0.02529	-0.01203
LYPLA2	0.00095	-0.00439	-0.00462
LYPLAL1	0.01024	-0.00979	0.01398
LYRM1	0.00212	-0.01535	0.00575
LYRM2	0.00459	-0.00027	0.00317
LYRM5	0.02482	-0.0029	0.00148
LYSMD3	0.00877	0.01598	0.02287
LYST	-0.00857	-0.01878	0.02048
LZIC	0.00151	-0.01124	-0.00197
M6PR	0.00453	0.00839	0.0069
MAB21L3	-0.01734	-0.01949	0.01541
MACF1	0.0066	0.01035	-0.00269
MAD2L1	-0.00547	0.0216	-0.02083
MAD2L1BP	0.00606	0.01999	0.00798
MAD2L2	-0.00987	0.01028	-0.01399
MAEA	0.00425	0.01008	-0.01134
MAGED1	0.00421	0.00591	-0.04
MAGED2	0.00743	0.00652	-0.01349
MAGEH1	0.01116	-0.00565	-0.0244
MAGI2	-0.01271	0.00393	0.00793
MAGI2-AS3	-0.00028	0.01087	-0.00621
MAGOHB	-0.02191	-0.01141	0.00119
MAGT1	0.01795	0.01708	-0.00284
MAK16	0.00981	0.00373	0.00509
MAN1B1	0.01238	0.00114	0.01942
MAN2A2	-0.02221	0.00138	-0.00289
MANBAL	0.01939	-0.01613	-0.00156
MANEA	0.01883	0.01858	0.00426
MAOB	0.06289	-0.00765	-0.00126
MAP1A	0.01338	-0.00142	-0.00682
MAP1LC3B	0.01349	-0.02366	0.0048
MAP2	-0.02269	0.01039	-0.02296
MAP2K6	-0.0083	-0.00571	0.01501
MAP3K1	-0.03629	-0.02014	-0.01275
MAP3K2	-0.02187	-0.01329	0.01915
MAP3K13	0.0077	-0.0014	0.00815
MAP4	0.00882	0.00203	0.00277
MAP4K4	-0.00761	-0.01559	0.00559
MAP4K5	-0.01937	-0.00612	0.00468
MAP9	-0.0059	-0.01252	0.00675
MAPK1	0.00474	-0.00977	0.01014
MAPK6	-0.013	0.01567	0.00405
MAPK10	-0.00481	0.00115	-0.01117
MAPRE1	0.01516	-0.01043	-0.01693
MAPRE2	0.01776	-0.01259	-0.01766
7-MAR	-0.00416	0.00648	0.00386
MARCKS	-0.00064	-0.02106	-0.01412
MARK3	-0.00625	-0.00783	0.01116
MARS	0.0076	0.01629	0.00526
MASP1	0.00936	-0.04599	-0.04255
MAT2A	0.00357	0.01146	-0.01304
MATN2	0.01166	-0.03024	-0.01795
MAU2	-0.02156	-0.01535	0.02243
MAVS	0.00523	-0.00877	0.01745
MBIP	0.01055	-0.00701	-0.00441
MBNL1	-0.00471	0.00254	0.00422
MBNL2	0.00074	-0.01596	0.01432
MBTPS1	-0.01023	0.02862	0.01667
MBTPS2	0.00366	0.0113	0.00155
MCAM	-0.01136	0.00928	-0.00075
MCC	-0.00049	0.00658	-0.00801
MCCC1	0.00445	0.0032	0.0048
MCFD2	0.00664	0.02584	0.02006
MCL1	0.00412	-0.01391	0.00411
MCM3AP	-0.01215	-0.00945	0.01215
MCM4	-0.00819	0.03179	-0.02347
MCM5	-0.01176	0.02949	-0.02281
MCM7	-0.01615	0.01199	-0.00804
MCPH1	-0.01016	0.00251	-0.001
MCRS1	0.00912	0.01508	-0.02073
MCTS1	-0.00116	0.01176	0.00619
MDH1	-0.001	0.00997	-0.00977
MDH2	0.00061	0.00833	-0.01121
MDK	-0.01832	-0.00447	-0.01108
MDM1	0.00902	0.00357	-0.01391
MDM4	-0.00989	-0.0042	0.00535
MDN1	-0.02212	-0.005	0.02797
ME2	-0.00419	0.00002	-0.00036
MEA1	0.00721	0.00105	-0.00127
MECR	-0.00297	-0.00204	0.01618
MED1	-0.00012	0.00742	-0.00585
MED6	-0.00754	0.00707	0.01149
MED7	0.0044	0.00003	0.01218
MED10	0.00306	-0.01537	-0.00764
MED12	-0.00319	0.01075	0.00312
MED12L	-0.02187	0.02803	0.00979
MED13	-0.01221	-0.00798	0.00688
MED13L	-0.01749	-0.02995	0.01648
MED14	-0.00824	0.01798	-0.00246
MED15	0.00242	0.0008	0.02206
MED17	-0.00626	-0.00381	0.00899
MED20	-0.00067	0.00656	-0.00174
MED23	-0.00776	-0.01624	0.01065
MED27	-0.00196	0.00554	-0.01454
MED28	-0.00193	0.01446	0.00689
MED29	0.01069	-0.00693	-0.00556
MEF2BNB	0.01125	0.00576	-0.01162
MEF2C	-0.0042	-0.00322	-0.01509
MEG3	-0.03966	0.062	0.01533
MEGF8	0.00195	-0.01872	-0.00715
MEGF9	-0.01523	-0.02393	0.00736
MEIS1	-0.01581	-0.01873	-0.03725
MEMO1	-0.00371	-0.01148	0.00936
MEOX2	-0.0167	0.03155	-0.03947
MESDC2	-0.00897	0.01291	-0.00126
MEST	-0.03127	-0.02915	-0.00857
METAP1	-0.00814	0.00129	0.00929
METAP2	0.00269	-0.00017	-0.00319
METTL1	0.00341	0.01492	-0.00174
METTL2A	-0.00103	0.00141	-0.00535
METTL2B	-0.00727	0.00012	0.0011
METTL3	-0.00076	0.0079	-0.00618
METTL5	-0.00535	-0.0143	-0.00707
METTL6	0.00158	0.00404	0.01151
METTL7A	0.00071	0.00616	-0.01731
METTL7B	-0.00912	0.11015	-0.02142
METTL8	-0.01251	-0.00359	-0.00163
METTL11A	0.00874	0.00967	-0.01151
METTL13	0.00664	0.01774	0.00847
METTL14	0.00479	0.00363	0.00159
METTL15	-0.00818	-0.00727	0.00592
METTL17	-0.00491	0.00881	0.00616
METTL21A	-0.01077	-0.00825	0.00637
METTL21B	0.01327	-0.01087	0.01038
MFAP1	-0.00852	0.02102	-0.0033
MFAP3	0.00807	0.04001	0.00229
MFAP4	0.01311	-0.00635	-0.02929
MFN2	0.00692	0.01642	0.0028
MFSD1	-0.00088	0.02536	0.00857
MFSD5	0.02455	0.00995	-0.01647
MFSD8	0.01636	-0.01027	0.00118
MFSD11	-0.00478	0.01534	-0.00276
MGA	-0.03033	0.00969	0.00814
MGEA5	-0.01128	-0.00394	0.01984
MGST1	0.06248	-0.02364	-0.00177
MGST3	0.00161	-0.01072	-0.00525
MIA3	-0.00077	0.00435	0.00137
MICAL3	-0.00414	-0.01533	0.02125
MICU1	-0.00329	-0.00329	-0.00746
MID1	-0.0025	0.02602	0.01947
MIEN1	0.0117	-0.00785	-0.00629
MIER1	-0.01084	-0.00635	-0.00398
MINA	0.02062	0.00795	-0.00815
MINOS1	0.0009	-0.00121	-0.00843
MIR9-2	-0.02485	0.00109	0.00345
MIR100HG	-0.01593	-0.00392	0.00278
MIR143HG	-0.01462	-0.01987	0.02247
MIR198	0.05011	0.00059	-0.02742
MIR548N	-0.00342	-0.00703	0.00797
MIR632	0.00417	0.00825	-0.00277
MIR639	0.00942	0.00005	0.00336
MIR761	0.00483	-0.00366	0.00458
MIR922	0.00773	0.0003	-0.0023
MIR1181	-0.01247	-0.0056	0.00657
MIR1307	-0.00917	-0.00415	-0.00355
MIR3610	-0.01302	0.00599	-0.01032
MIR3656	-0.006	-0.00083	-0.00178
MIR3917	-0.02132	0.00011	-0.04708
MIR4442	-0.01405	-0.00264	-0.00154
MIR4469	-0.01218	0.00168	0.00314
MIR4647	0.01184	0.0115	-0.00888
MIR4707	0.00801	0.01038	-0.00748
MIR4709	0.05395	-0.01942	0.01428
MIR4721	-0.00774	0.00768	-0.01886
MIR4741	0.01354	0.00663	-0.01595
MKI67IP	-0.01192	0.00266	-0.00641
MKL2	0.02831	-0.02015	0.00045
MKRN1	-0.00971	-0.00845	0.01344
MKS1	0.01453	0.01066	-0.01367
MLC1	0.01295	-0.01128	-0.04135
MLEC	-0.01469	0.01654	-0.02567
MLF1	0.0335	-0.00426	0.01016
MLF2	0.00167	-0.00336	-0.00862
MLH1	-0.00093	0.00902	-0.01671
MLH3	0.00643	-0.00234	-0.00419
MLL	-0.02402	-0.01845	0.00649
MLL3	-0.00625	-0.00454	-0.00214
MLLT11	0.00109	-0.01091	-0.02155
MLX	0.00691	0.01932	-0.00212
MMAB	0.00607	0.0062	0.01088
MMADHC	-0.0084	0.00972	-0.00079
MMGT1	0.00939	0.02683	-0.00602
MMP2	-0.01566	0.02683	-0.02475
MMP16	-0.02734	0.00861	-0.03454
MMS19	0.01183	0.00228	0.00915
MMS22L	-0.02152	0.00173	0.00327
MNAT1	-0.01797	-0.01245	-0.0013
MOB1A	-0.00679	0.01182	0.00366
MOB1B	-0.00754	-0.00123	0.00847
MOB3A	0.00807	-0.00655	0.00254
MOB3B	-0.0135	-0.01214	-0.00218
MOCS2	-0.00456	-0.00404	-0.00281
MON1B	0.0072	-0.01296	0.00824
MON2	-0.02119	-0.0035	0.01674
MORC2-AS1	0.01683	-0.01902	0.00338
MORC3	-0.01574	-0.00869	0.01065
MORF4L2	-0.00435	0.00056	0.00402
MORN2	0.01505	-0.00893	0.00746
MORN4	0.00205	0.00507	-0.00303
MOSPD1	0.00393	0.00853	-0.00268
MOSPD2	0.02575	0.01155	-0.00523
MOV10	0.01908	0.01088	-0.00609
MPHOSPH6	0.0068	0.01116	0.00277
MPHOSPH8	-0.01822	-0.00385	0.01092
MPHOSPH9	-0.0067	0.02271	-0.01346
MPHOSPH10	-0.01563	-0.00731	0.00965
MPI	0.01292	0.01783	0.00959
MPPE1	0.00846	0.00189	0.00521
MPRIP	-0.01023	-0.01736	0.02054
MPV17	0.01295	-0.00904	-0.00365
MR1	0.01291	-0.0056	0.02325
MRE11A	0.00037	-0.00305	-0.02095
MRFAP1	-0.0032	-0.0011	-0.00858
MRFAP1L1	0.00147	0.00542	0.00645
MRI1	-0.00665	-0.00541	0.01758
MRP63	-0.00471	0.01555	-0.00356
MRPL3	-0.00109	0.00485	-0.0081
MRPL9	-0.00589	0.00697	-0.007
MRPL10	-0.00019	0.02099	-0.00622
